original_title,popularity,genre,release_year,budget_adj,revenue_adj,production_company,novel_based
Mission: Impossible - Rogue Nation,4.566713,Action,2015,137999939.280027,627743451.672881,Paramount,N
Ted 2,4.564549,Comedy,2015,62559972.4736121,198594430.138451,Universal,N
Kingsman: The Secret Service,4.503789,Crime,2015,74519967.2112144,371497801.660967,Other,N
Kingsman: The Secret Service,4.503789,Comedy,2015,74519967.2112144,371497801.660967,Other,N
Kingsman: The Secret Service,4.503789,Action,2015,74519967.2112144,371497801.660967,Other,N
Kingsman: The Secret Service,4.503789,Adventure,2015,74519967.2112144,371497801.660967,Other,N
Spotlight,4.062293,Drama,2015,18399991.9040036,81278719.3973635,Other,N
Spotlight,4.062293,Thriller,2015,18399991.9040036,81278719.3973635,Other,N
Spotlight,4.062293,History,2015,18399991.9040036,81278719.3973635,Other,N
Maze Runner: The Scorch Trials,3.968891,Action,2015,56119975.3072109,286356245.923252,Other,Y
Maze Runner: The Scorch Trials,3.968891,Science Fiction,2015,56119975.3072109,286356245.923252,Other,Y
Maze Runner: The Scorch Trials,3.968891,Thriller,2015,56119975.3072109,286356245.923252,Other,Y
Chappie,3.899557,Crime,2015,45079980.1648087,93903685.2423785,Other,N
Chappie,3.899557,Action,2015,45079980.1648087,93903685.2423785,Other,N
Chappie,3.899557,Science Fiction,2015,45079980.1648087,93903685.2423785,Other,N
Pitch Perfect 2,3.877764,Comedy,2015,26679988.2608052,264505582.097544,Universal,N
Pitch Perfect 2,3.877764,Music,2015,26679988.2608052,264505582.097544,Universal,N
Bridge of Spies,3.64821,Thriller,2015,36799983.8080071,149601569.33531,Other,N
Bridge of Spies,3.64821,Drama,2015,36799983.8080071,149601569.33531,Other,N
Goosebumps,3.644541,Adventure,2015,53359976.5216103,138157089.010881,Other,Y
Goosebumps,3.644541,Horror,2015,53359976.5216103,138157089.010881,Other,Y
Goosebumps,3.644541,Comedy,2015,53359976.5216103,138157089.010881,Other,Y
Room,3.557846,Drama,2015,5519997.57120107,32569603.0293747,Other,Y
Room,3.557846,Thriller,2015,5519997.57120107,32569603.0293747,Other,Y
The Good Dinosaur,3.339135,Adventure,2015,160999929.160031,305371920.876355,Other,N
The Good Dinosaur,3.339135,Animation,2015,160999929.160031,305371920.876355,Other,N
The Good Dinosaur,3.339135,Comedy,2015,160999929.160031,305371920.876355,Other,N
The Good Dinosaur,3.339135,Family,2015,160999929.160031,305371920.876355,Other,N
The Good Dinosaur,3.339135,Fantasy,2015,160999929.160031,305371920.876355,Other,N
Run All Night,3.23737,Action,2015,45999979.7600089,65836683.5118593,Other,N
Run All Night,3.23737,Crime,2015,45999979.7600089,65836683.5118593,Other,N
Run All Night,3.23737,Drama,2015,45999979.7600089,65836683.5118593,Other,N
Run All Night,3.23737,Mystery,2015,45999979.7600089,65836683.5118593,Other,N
Run All Night,3.23737,Thriller,2015,45999979.7600089,65836683.5118593,Other,N
Brooklyn,3.227329,Drama,2015,10119995.547202,57110024.5915892,Other,Y
Brooklyn,3.227329,Romance,2015,10119995.547202,57110024.5915892,Other,Y
Straight Outta Compton,3.202719,Drama,2015,25759988.665605,185504110.098192,Universal,N
Straight Outta Compton,3.202719,Music,2015,25759988.665605,185504110.098192,Universal,N
The Last Witch Hunter,3.080505,Fantasy,2015,82799963.568016,129164861.167461,Other,N
The Last Witch Hunter,3.080505,Action,2015,82799963.568016,129164861.167461,Other,N
The Last Witch Hunter,3.080505,Adventure,2015,82799963.568016,129164861.167461,Other,N
Steve Jobs,3.0795220000000003,History,2015,27599987.8560053,31686509.2179359,Universal,N
Steve Jobs,3.0795220000000003,Drama,2015,27599987.8560053,31686509.2179359,Universal,N
The Man from U.N.C.L.E.,3.053421,Comedy,2015,68999969.6400134,99493456.5028791,Other,N
The Man from U.N.C.L.E.,3.053421,Action,2015,68999969.6400134,99493456.5028791,Other,N
The Man from U.N.C.L.E.,3.053421,Adventure,2015,68999969.6400134,99493456.5028791,Other,N
The Age of Adaline,3.025852,Fantasy,2015,22999989.8800045,39219376.6634743,Other,N
The Age of Adaline,3.025852,Drama,2015,22999989.8800045,39219376.6634743,Other,N
The Age of Adaline,3.025852,Romance,2015,22999989.8800045,39219376.6634743,Other,N
Hardcore Henry,3.023253,Action,2015,9199995.95200178,13187080.9976844,Other,N
Hardcore Henry,3.023253,Adventure,2015,9199995.95200178,13187080.9976844,Other,N
Hardcore Henry,3.023253,Science Fiction,2015,9199995.95200178,13187080.9976844,Other,N
Home,2.976436,Fantasy,2015,124199945.352024,339361177.121082,Other,N
Home,2.976436,Comedy,2015,124199945.352024,339361177.121082,Other,N
Home,2.976436,Animation,2015,124199945.352024,339361177.121082,Other,N
Home,2.976436,Science Fiction,2015,124199945.352024,339361177.121082,Other,N
Home,2.976436,Family,2015,124199945.352024,339361177.121082,Other,N
Paper Towns,2.968254,Drama,2015,11039995.1424021,78671281.3846362,Other,N
Paper Towns,2.968254,Mystery,2015,11039995.1424021,78671281.3846362,Other,N
Paper Towns,2.968254,Romance,2015,11039995.1424021,78671281.3846362,Other,N
The Lobster,2.885126,Thriller,2015,3679998.38080071,8339346.45068756,Other,N
The Lobster,2.885126,Comedy,2015,3679998.38080071,8339346.45068756,Other,N
The Lobster,2.885126,Drama,2015,3679998.38080071,8339346.45068756,Other,N
The Lobster,2.885126,Romance,2015,3679998.38080071,8339346.45068756,Other,N
The Lobster,2.885126,Science Fiction,2015,3679998.38080071,8339346.45068756,Other,N
Carol,2.883233,Romance,2015,10855995.2233621,37050347.8978469,Other,N
Carol,2.883233,Drama,2015,10855995.2233621,37050347.8978469,Other,N
The Intern,2.814802,Comedy,2015,32199985.8320062,178999419.480255,Other,N
Everest,2.798017,Adventure,2015,50599977.7360098,187153294.93255,Universal,N
Everest,2.798017,Drama,2015,50599977.7360098,187153294.93255,Universal,N
Joy,2.793297,Comedy,2015,55199975.7120107,93043293.3409509,Other,N
Joy,2.793297,Drama,2015,55199975.7120107,93043293.3409509,Other,N
Point Break,2.6144990000000004,Action,2015,96599957.4960187,123021159.99069,Other,N
Point Break,2.6144990000000004,Crime,2015,96599957.4960187,123021159.99069,Other,N
Point Break,2.6144990000000004,Thriller,2015,96599957.4960187,123021159.99069,Other,N
Burnt,2.584264,Drama,2015,18399991.9040036,33678188.741597,Other,N
Self/less,2.578919,Science Fiction,2015,23919989.4752046,28081355.5642036,Other,N
Self/less,2.578919,Mystery,2015,23919989.4752046,28081355.5642036,Other,N
Self/less,2.578919,Thriller,2015,23919989.4752046,28081355.5642036,Other,N
Mortdecai,2.575711,Comedy,2015,55199975.7120107,27985062.8865723,Other,Y
Mortdecai,2.575711,Adventure,2015,55199975.7120107,27985062.8865723,Other,Y
The Danish Girl,2.557859,Drama,2015,13799993.9280027,59056175.1752829,Other,N
Blackhat,2.5507470000000003,Mystery,2015,64399971.6640125,16332697.6136131,Universal,N
Blackhat,2.5507470000000003,Crime,2015,64399971.6640125,16332697.6136131,Universal,N
Blackhat,2.5507470000000003,Action,2015,64399971.6640125,16332697.6136131,Universal,N
Blackhat,2.5507470000000003,Thriller,2015,64399971.6640125,16332697.6136131,Universal,N
Blackhat,2.5507470000000003,Drama,2015,64399971.6640125,16332697.6136131,Universal,N
Sicario,2.487849,Action,2015,27599987.8560053,77303716.7063646,Other,N
Sicario,2.487849,Crime,2015,27599987.8560053,77303716.7063646,Other,N
Sicario,2.487849,Drama,2015,27599987.8560053,77303716.7063646,Other,N
Sicario,2.487849,Mystery,2015,27599987.8560053,77303716.7063646,Other,N
Sicario,2.487849,Thriller,2015,27599987.8560053,77303716.7063646,Other,N
Fantastic Four,2.487042,Action,2015,110399952.344021,154539320.322699,Other,N
Fantastic Four,2.487042,Adventure,2015,110399952.344021,154539320.322699,Other,N
Fantastic Four,2.487042,Science Fiction,2015,110399952.344021,154539320.322699,Other,N
The Witch,2.46449,Mystery,2015,3219998.58320062,37190013.0363943,Other,N
The Witch,2.46449,Horror,2015,3219998.58320062,37190013.0363943,Other,N
Spy,2.404473,Action,2015,59799973.6880116,216812826.082357,Other,N
Spy,2.404473,Comedy,2015,59799973.6880116,216812826.082357,Other,N
Spy,2.404473,Crime,2015,59799973.6880116,216812826.082357,Other,N
Focus,2.395366,Romance,2015,46091979.7195289,141645863.63582,Other,N
Focus,2.395366,Comedy,2015,46091979.7195289,141645863.63582,Other,N
Focus,2.395366,Crime,2015,46091979.7195289,141645863.63582,Other,N
Focus,2.395366,Drama,2015,46091979.7195289,141645863.63582,Other,N
Hitman: Agent 47,2.354654,Action,2015,32199985.8320062,75759810.1856835,Other,N
Hitman: Agent 47,2.354654,Crime,2015,32199985.8320062,75759810.1856835,Other,N
Hitman: Agent 47,2.354654,Thriller,2015,32199985.8320062,75759810.1856835,Other,N
In the Heart of the Sea,2.345821,Thriller,2015,91999959.5200178,86315059.3813739,Other,N
In the Heart of the Sea,2.345821,Drama,2015,91999959.5200178,86315059.3813739,Other,N
In the Heart of the Sea,2.345821,Adventure,2015,91999959.5200178,86315059.3813739,Other,N
In the Heart of the Sea,2.345821,Action,2015,91999959.5200178,86315059.3813739,Other,N
In the Heart of the Sea,2.345821,History,2015,91999959.5200178,86315059.3813739,Other,N
Creed,2.331567,Drama,2015,32199985.8320062,126900665.803707,Other,N
Trainwreck,2.31767,Comedy,2015,32199985.8320062,129532072.565888,Universal,N
Eye in the Sky,2.29573,Drama,2015,11959994.7376023,30220316.9030606,Other,N
Eye in the Sky,2.29573,Thriller,2015,11959994.7376023,30220316.9030606,Other,N
Eye in the Sky,2.29573,War,2015,11959994.7376023,30220316.9030606,Other,N
Legend,2.28135,Crime,2015,22999989.8800045,39535137.0845397,Other,N
Legend,2.28135,Thriller,2015,22999989.8800045,39535137.0845397,Other,N
Pan,2.234573,Adventure,2015,137999939.280027,118117202.428431,Other,N
Pan,2.234573,Family,2015,137999939.280027,118117202.428431,Other,N
Pan,2.234573,Fantasy,2015,137999939.280027,118117202.428431,Other,N
The Peanuts Movie,2.140199,Adventure,2015,91079959.9248176,226534364.28488,Other,N
The Peanuts Movie,2.140199,Animation,2015,91079959.9248176,226534364.28488,Other,N
The Peanuts Movie,2.140199,Comedy,2015,91079959.9248176,226534364.28488,Other,N
The Peanuts Movie,2.140199,Family,2015,91079959.9248176,226534364.28488,Other,N
Concussion,2.121884,Drama,2015,32199985.8320062,44733666.5571867,Other,N
The Night Before,2.096273,Comedy,2015,22999989.8800045,48204295.1101102,Other,N
Knock Knock,2.080935,Drama,2015,2299998.98800045,4796917.44935632,Other,N
Knock Knock,2.080935,Horror,2015,2299998.98800045,4796917.44935632,Other,N
Knock Knock,2.080935,Thriller,2015,2299998.98800045,4796917.44935632,Other,N
The Longest Ride,2.070708,Romance,2015,31279986.2368061,57972193.0122351,Other,Y
The Longest Ride,2.070708,Drama,2015,31279986.2368061,57972193.0122351,Other,Y
Hotel Transylvania 2,2.060162,Animation,2015,73599967.6160143,428888671.768984,Other,N
Hotel Transylvania 2,2.060162,Comedy,2015,73599967.6160143,428888671.768984,Other,N
Hotel Transylvania 2,2.060162,Family,2015,73599967.6160143,428888671.768984,Other,N
Love the Coopers,2.055572,Family,2015,15639993.118403,22079990.2848043,Other,N
Love the Coopers,2.055572,Comedy,2015,15639993.118403,22079990.2848043,Other,N
The Walk,2.049886,Adventure,2015,32199985.8320062,56287361.8735608,Other,N
The Walk,2.049886,Drama,2015,32199985.8320062,56287361.8735608,Other,N
The Walk,2.049886,Thriller,2015,32199985.8320062,56287361.8735608,Other,N
Tracers,2.026651,Action,2015,10119995.547202,1714249.04573042,Other,N
Tracers,2.026651,Crime,2015,10119995.547202,1714249.04573042,Other,N
Tracers,2.026651,Drama,2015,10119995.547202,1714249.04573042,Other,N
Vacation,2.000338,Adventure,2015,28519987.4512055,96033410.7052993,Other,N
Vacation,2.000338,Comedy,2015,28519987.4512055,96033410.7052993,Other,N
Poltergeist,1.984529,Horror,2015,32199985.8320062,87802915.846717,Other,N
Poltergeist,1.984529,Thriller,2015,32199985.8320062,87802915.846717,Other,N
Maggie,1.980039,Horror,2015,3679998.38080071,172142.964257096,Other,N
Child 44,1.95632,Crime,2015,45999979.7600089,3058382.25431181,Other,N
Child 44,1.95632,Thriller,2015,45999979.7600089,3058382.25431181,Other,N
The Gift,1.926739,Thriller,2015,4599997.97600089,54260336.8854518,Other,N
The Gift,1.926739,Mystery,2015,4599997.97600089,54260336.8854518,Other,N
"Daddy's Home",1.904898,Comedy,2015,45999979.7600089,221131463.342156,Paramount,N
The Little Prince,1.865007,Adventure,2015,58879974.0928114,89765510.5031754,Other,N
The Little Prince,1.865007,Animation,2015,58879974.0928114,89765510.5031754,Other,N
The Little Prince,1.865007,Fantasy,2015,58879974.0928114,89765510.5031754,Other,N
The Dressmaker,1.82313,Drama,2015,10975595.1707381,16872792.5759713,Other,Y
The DUFF,1.758618,Romance,2015,7819996.55920151,40046325.6596167,Other,N
The DUFF,1.758618,Comedy,2015,7819996.55920151,40046325.6596167,Other,N
Sinister 2,1.742286,Horror,2015,9199995.95200178,48651435.1533685,Other,N
Paul Blart: Mall Cop 2,1.73518,Action,2015,27599987.8560053,98989419.0846556,Other,N
Paul Blart: Mall Cop 2,1.73518,Adventure,2015,27599987.8560053,98989419.0846556,Other,N
Paul Blart: Mall Cop 2,1.73518,Comedy,2015,27599987.8560053,98989419.0846556,Other,N
Paul Blart: Mall Cop 2,1.73518,Family,2015,27599987.8560053,98989419.0846556,Other,N
The Boy Next Door,1.6510779999999998,Thriller,2015,3679998.38080071,46150034.4539848,Universal,N
Entourage,1.532997,Comedy,2015,27599987.8560053,45322311.7381828,Other,N
The Wedding Ringer,1.510096,Comedy,2015,21159990.6896041,73415857.2970228,Other,N
Scouts Guide to the Zombie Apocalypse,1.499614,Comedy,2015,13799993.9280027,13671898.7043646,Paramount,N
Scouts Guide to the Zombie Apocalypse,1.499614,Horror,2015,13799993.9280027,13671898.7043646,Paramount,N
The Visit,1.495112,Horror,2015,4599997.97600089,90574017.1874324,Other,N
The Visit,1.495112,Thriller,2015,4599997.97600089,90574017.1874324,Other,N
Black Mass,1.4832459999999998,Crime,2015,48759978.5456094,91793583.3708233,Other,N
Black Mass,1.4832459999999998,Drama,2015,48759978.5456094,91793583.3708233,Other,N
Heist,1.449072,Crime,2015,8187996.39728159,46125.0997049561,Other,N
Heist,1.449072,Action,2015,8187996.39728159,46125.0997049561,Other,N
Heist,1.449072,Thriller,2015,8187996.39728159,46125.0997049561,Other,N
Krampus,1.448002,Horror,2015,13799993.9280027,56624785.5250944,Universal,N
Krampus,1.448002,Comedy,2015,13799993.9280027,56624785.5250944,Universal,N
Krampus,1.448002,Fantasy,2015,13799993.9280027,56624785.5250944,Universal,N
Dark Places,1.443406,Drama,2015,18399991.9040036,191900.875563615,Other,Y
Dark Places,1.443406,Mystery,2015,18399991.9040036,191900.875563615,Other,Y
Dark Places,1.443406,Thriller,2015,18399991.9040036,191900.875563615,Other,Y
No Escape,1.41239,Action,2015,4599997.97600089,50065340.2112503,Other,N
No Escape,1.41239,Thriller,2015,4599997.97600089,50065340.2112503,Other,N
Dope,1.40805,Crime,2015,643999.716640125,16547831.2389543,Other,N
Dope,1.40805,Drama,2015,643999.716640125,16547831.2389543,Other,N
Dope,1.40805,Comedy,2015,643999.716640125,16547831.2389543,Other,N
American Ultra,1.388251,Comedy,2015,25759988.665605,25951426.7813722,Other,N
American Ultra,1.388251,Action,2015,25759988.665605,25951426.7813722,Other,N
Woman in Gold,1.388032,Drama,2015,10119995.547202,56690166.2163269,Other,N
Sisters,1.376605,Comedy,2015,27599987.8560053,96610126.2515445,Other,N
Project Almanac,1.360926,Science Fiction,2015,11039995.1424021,29668368.6659178,Paramount,N
Project Almanac,1.360926,Thriller,2015,11039995.1424021,29668368.6659178,Paramount,N
The Transporter Refueled,1.355822,Thriller,2015,22999989.8800045,66819266.9995225,Other,N
The Transporter Refueled,1.355822,Action,2015,22999989.8800045,66819266.9995225,Other,N
The Transporter Refueled,1.355822,Crime,2015,22999989.8800045,66819266.9995225,Other,N
Crimson Peak,1.345982,Mystery,2015,50599977.7360098,68705406.0096214,Other,N
Crimson Peak,1.345982,Thriller,2015,50599977.7360098,68705406.0096214,Other,N
Crimson Peak,1.345982,Fantasy,2015,50599977.7360098,68705406.0096214,Other,N
Crimson Peak,1.345982,Horror,2015,50599977.7360098,68705406.0096214,Other,N
Crimson Peak,1.345982,Drama,2015,50599977.7360098,68705406.0096214,Other,N
Magic Mike XXL,1.338481,Comedy,2015,13615994.0089626,112619962.887216,Other,N
Magic Mike XXL,1.338481,Drama,2015,13615994.0089626,112619962.887216,Other,N
Magic Mike XXL,1.338481,Music,2015,13615994.0089626,112619962.887216,Other,N
Paranormal Activity: The Ghost Dimension,1.338322,Horror,2015,9199995.95200178,71851557.1453149,Paramount,N
Paranormal Activity: The Ghost Dimension,1.338322,Thriller,2015,9199995.95200178,71851557.1453149,Paramount,N
Trumbo,1.316239,Drama,2015,13799993.9280027,7576804.78620589,Other,N
Secret in Their Eyes,1.315266,Crime,2015,17939992.1064035,29614535.8096042,Other,N
Secret in Their Eyes,1.315266,Drama,2015,17939992.1064035,29614535.8096042,Other,N
Secret in Their Eyes,1.315266,Mystery,2015,17939992.1064035,29614535.8096042,Other,N
The SpongeBob Movie: Sponge Out of Water,1.291013,Family,2015,68079970.0448132,286666383.306791,Paramount,N
The SpongeBob Movie: Sponge Out of Water,1.291013,Animation,2015,68079970.0448132,286666383.306791,Paramount,N
Max,1.278928,Adventure,2015,18399991.9040036,40449856.802063,Other,N
Max,1.278928,Drama,2015,18399991.9040036,40449856.802063,Other,N
Max,1.278928,Family,2015,18399991.9040036,40449856.802063,Other,N
The Gunman,1.225325,Action,2015,36799983.8080071,9811564.7629115,Other,N
The Gunman,1.225325,Drama,2015,36799983.8080071,9811564.7629115,Other,N
The Gunman,1.225325,Crime,2015,36799983.8080071,9811564.7629115,Other,N
Unfriended,1.191138,Horror,2015,919999.595200178,57851497.3453412,Other,N
Unfriended,1.191138,Thriller,2015,919999.595200178,57851497.3453412,Other,N
Hot Pursuit,1.178831,Action,2015,32199985.8320062,47545763.9998638,Other,N
Hot Pursuit,1.178831,Crime,2015,32199985.8320062,47545763.9998638,Other,N
Hot Pursuit,1.178831,Comedy,2015,32199985.8320062,47545763.9998638,Other,N
Insidious: Chapter 3,1.164724,Drama,2015,9199995.95200178,95959500.6978197,Other,N
Insidious: Chapter 3,1.164724,Horror,2015,9199995.95200178,95959500.6978197,Other,N
Insidious: Chapter 3,1.164724,Thriller,2015,9199995.95200178,95959500.6978197,Other,N
The Lady in the Van,1.142518,Comedy,2015,5519997.57120107,38076655.2862717,Other,Y
The Lady in the Van,1.142518,Drama,2015,5519997.57120107,38076655.2862717,Other,Y
Victor Frankenstein,1.138395,Drama,2015,36799983.8080071,31489100.3047959,Other,N
Victor Frankenstein,1.138395,Science Fiction,2015,36799983.8080071,31489100.3047959,Other,N
Victor Frankenstein,1.138395,Thriller,2015,36799983.8080071,31489100.3047959,Other,N
Anomalisa,1.125239,Animation,2015,7359996.76160142,3458541.5982417,Other,N
Anomalisa,1.125239,Comedy,2015,7359996.76160142,3458541.5982417,Other,N
Anomalisa,1.125239,Drama,2015,7359996.76160142,3458541.5982417,Other,N
Anomalisa,1.125239,Romance,2015,7359996.76160142,3458541.5982417,Other,N
The Diary of a Teenage Girl,1.03839,Drama,2015,1839999.19040036,1358841.24210985,Other,N
The Diary of a Teenage Girl,1.03839,Romance,2015,1839999.19040036,1358841.24210985,Other,N
Irrational Man,1.007054,Mystery,2015,10119995.547202,25199786.1920941,Other,N
Irrational Man,1.007054,Drama,2015,10119995.547202,25199786.1920941,Other,N
Ricki and the Flash,0.956096,Comedy,2015,16559992.7136032,38019285.0315146,Other,N
Ricki and the Flash,0.956096,Drama,2015,16559992.7136032,38019285.0315146,Other,N
Ricki and the Flash,0.956096,Music,2015,16559992.7136032,38019285.0315146,Other,N
The Perfect Guy,0.950793,Drama,2015,11039995.1424021,55451294.7614303,Other,N
The Perfect Guy,0.950793,Thriller,2015,11039995.1424021,55451294.7614303,Other,N
"While We're Young",0.93762,Drama,2015,9199995.95200178,6980483.12858742,Other,N
"While We're Young",0.93762,Comedy,2015,9199995.95200178,6980483.12858742,Other,N
Get Hard,0.927339,Comedy,2015,36799983.8080071,97990493.6441828,Other,N
The 33,0.906036,History,2015,22999989.8800045,22910495.0793822,Other,N
The 33,0.906036,Drama,2015,22999989.8800045,22910495.0793822,Other,N
Suffragette,0.8982959999999999,Drama,2015,12879994.3328025,14722219.9222232,Other,N
Suffragette,0.8982959999999999,History,2015,12879994.3328025,14722219.9222232,Other,N
We Are Your Friends,0.8809379999999999,Drama,2015,5519997.57120107,10232318.2977799,Other,N
We Are Your Friends,0.8809379999999999,Music,2015,5519997.57120107,10232318.2977799,Other,N
We Are Your Friends,0.8809379999999999,Romance,2015,5519997.57120107,10232318.2977799,Other,N
